commodity_name,commodity_code,commodity_weight,date_code,wpi_index,date
Rubber tubes- not for tyres,1312020010,0.05076,INDX032020,89.4,2020-03-01
Rubberized dipped fabric,1312010006,0.00203,INDX032020,94.2,2020-03-01
Safety fuse,1317010011,0.00525,INDX032020,108.8,2020-03-01
Safety matches (match box),1310070001,0.06202,INDX032020,108.6,2020-03-01
Safflower (Kardi Seed),1102020009,0.00221,INDX032020,164.5,2020-03-01
Salt,1301130002,0.02692,INDX032020,124.2,2020-03-01
Sanitary fittings of Iron & Steel,1315060005,0.06251,INDX032020,86.4,2020-03-01
Sapota,1101020213,0.02814,INDX032020,136.3,2020-03-01
"Sauces of Vegetables (Tomato, Chilli, Soya & others)",1301030004,0.03397,INDX032020,110.6,2020-03-01
Scientific time keeping device,1316060002,0.00304,INDX032020,205.7,2020-03-01
Scooters,1320030002,0.12322,INDX032020,105.5,2020-03-01
Seat for motor vehicles,1319020018,0.15245,INDX032020,138.3,2020-03-01
Separator,1318120004,0.00246,INDX032020,105.2,2020-03-01
Sewing Machines,1318130002,0.01112,INDX032020,120.0,2020-03-01
Shafts of all kinds,1319020004,0.07112,INDX032020,119.9,2020-03-01
Shampoo,1310060010,0.01534,INDX032020,86.3,2020-03-01
"Shawls and scarves, knitted",1305020002,0.06085,INDX032020,149.9,2020-03-01
Shirts/half shirts of cotton and/or man-made fibre,1305010001,0.35583,INDX032020,147.0,2020-03-01
Shock absorbers,1319020003,0.10028,INDX032020,100.6,2020-03-01
Shrimps/Prawns - Processed/Frozen,1301020001,0.06329,INDX032020,119.6,2020-03-01
Silencer and Damper,1319020009,0.07898,INDX032020,109.0,2020-03-01
Silicomanganese,1314010005,0.21885,INDX032020,114.8,2020-03-01
Sillimanite,1103020004,0.00061,INDX032020,127.6,2020-03-01
Silver,1322010002,0.03077,INDX032020,79.1,2020-03-01
Simvastatin,1311010010,0.0523,INDX032020,104.6,2020-03-01
Skins (Raw),1102030002,0.0229,INDX032020,100.2,2020-03-01
Soda ash/washing soda,1310010007,0.06255,INDX032020,131.1,2020-03-01
Sodium Silicate,1310010027,0.01297,INDX032020,123.7,2020-03-01
Soil preparation & cultivation machinery (other than tractors),1318090005,0.0384,INDX032020,120.1,2020-03-01
Solar power system (solar panel & attachable equipment),1318150001,0.02582,INDX032020,40.7,2020-03-01
Solenoid valve,1317010015,0.0046,INDX032020,146.6,2020-03-01
Solid Rubber Tyres/Wheels,1312010005,0.00473,INDX032020,96.7,2020-03-01
Sooji (rawa ),1301060004,0.02473,INDX032020,155.0,2020-03-01
Soya preparations excluding oil,1301160003,0.01012,INDX032020,147.2,2020-03-01
Soyabean,1102020011,0.37606,INDX032020,157.2,2020-03-01
Soyabean Oil,1301040003,0.34251,INDX032020,118.2,2020-03-01
Spices (including mixed spices),1301130001,0.1361,INDX032020,143.3,2020-03-01
Spirits,1302010001,0.23997,INDX032020,110.6,2020-03-01
Sponge Iron/Direct Reduced Iron (DRI),1314010001,1.00352,INDX032020,99.8,2020-03-01
Sports goods of rubber (incl. balls),1322030001,0.00367,INDX032020,118.3,2020-03-01
"Stainless Steel Coils, Strips & Sheets",1314070003,0.02925,INDX032020,110.5,2020-03-01
Stainless Steel Pencil Ingots/Billets/Slabs,1314070002,0.41164,INDX032020,112.5,2020-03-01
"Stainless Steel bars & rods, including flats",1314070001,0.48307,INDX032020,92.5,2020-03-01
Stainless steel razor,1315050002,0.11854,INDX032020,81.3,2020-03-01
Stainless steel tank,1315020003,0.0242,INDX032020,118.1,2020-03-01
Stainless steel tubes,1314080002,0.20459,INDX032020,125.1,2020-03-01
Stainless steel utensils,1315050001,0.08546,INDX032020,127.0,2020-03-01
Steam Turbines,1318010001,0.02536,INDX032020,79.3,2020-03-01
Steel Container,1315020002,0.07075,INDX032020,119.6,2020-03-01
Steel cables,1314050004,0.05514,INDX032020,133.7,2020-03-01
Steel door,1315060006,0.0085,INDX032020,150.9,2020-03-01
Steel drums and barrels,1315060009,0.02274,INDX032020,114.0,2020-03-01
Steel forgings - rough,1314110001,0.27051,INDX032020,145.2,2020-03-01
"Steel pipes, tubes & poles",1315010001,0.28647,INDX032020,112.8,2020-03-01
Steel shutter gate,1321010003,0.0684,INDX032020,173.3,2020-03-01
Steel structures,1315010005,0.59281,INDX032020,119.5,2020-03-01
Steering gear control system,1319020013,0.08627,INDX032020,109.0,2020-03-01
Steroids and hormonal preparations (including anti-fungal preparations),1311010020,0.01615,INDX032020,101.3,2020-03-01
Sticker plastic,1309010007,0.01846,INDX032020,89.0,2020-03-01
"Stone, chip",1313070002,0.07616,INDX032020,114.6,2020-03-01
"Stringed musical instruments (incl. Santoor, Guitars, etc.)",1322020001,0.00124,INDX032020,174.5,2020-03-01
Sugar,1301090001,1.05553,INDX032020,117.0,2020-03-01
Sugar Machinery,1318120005,0.1179,INDX032020,127.3,2020-03-01
Sugar confectionary,1301100002,0.07816,INDX032020,127.6,2020-03-01
Sugarcane,1101060004,0.58142,INDX032020,169.5,2020-03-01
Sulpha drugs,1311010014,0.03627,INDX032020,197.7,2020-03-01
Sulphuric Acid,1310010019,0.03029,INDX032020,98.3,2020-03-01
Sunflower,1102020010,0.01659,INDX032020,114.8,2020-03-01
Sunflower Oil,1301040004,0.23133,INDX032020,112.8,2020-03-01
Sunglasses,1316080002,0.00301,INDX032020,114.5,2020-03-01
"Superphospate/Phosphatic fertilizer, others",1310020009,0.08472,INDX032020,152.0,2020-03-01
Sweet Potato,1101020102,0.02051,INDX032020,66.1,2020-03-01
Synthetic Fabric  Others,1304020003,0.05493,INDX032020,108.9,2020-03-01
Synthetic yarn,1304010002,0.53794,INDX032020,96.0,2020-03-01
Table Tennis Table,1322030005,0.0008,INDX032020,145.6,2020-03-01
Tamarind,1101050010,0.00964,INDX032020,195.7,2020-03-01
Tanker,1320050001,0.00159,INDX032020,127.4,2020-03-01
Tanning Materials,1102030003,0.00418,INDX032020,73.3,2020-03-01
Tapioca,1101020104,0.07213,INDX032020,188.6,2020-03-01
Tea,1101060001,0.12359,INDX032020,105.6,2020-03-01
Telephone sets including mobile hand sets,1316030001,0.30578,INDX032020,115.3,2020-03-01
Terry Towel,1304040006,0.05824,INDX032020,119.4,2020-03-01
Texturised and twisted Yarn,1304010005,0.50957,INDX032020,95.2,2020-03-01
Thermocol,1312030009,0.06841,INDX032020,122.7,2020-03-01
Threshers,1318090004,0.00071,INDX032020,129.2,2020-03-01
"Timber/wooden plank, sawn/resawn",1307010001,0.05444,INDX032020,114.9,2020-03-01
Tissue paper,1308010008,0.02255,INDX032020,143.4,2020-03-01
Tobacco,1102030004,0.09374,INDX032020,113.6,2020-03-01
Toilet soap,1310060001,0.07605,INDX032020,112.7,2020-03-01
Tomato,1101020107,0.28446,INDX032020,135.7,2020-03-01
Tooth brush,1312030016,0.03926,INDX032020,140.9,2020-03-01
Tooth paste/Tooth Powder,1310060004,0.02704,INDX032020,119.1,2020-03-01
Toughened glass,1313010002,0.02939,INDX032020,91.0,2020-03-01
Tractor Tyre,1312010002,0.03327,INDX032020,89.6,2020-03-01
Transformer,1317010004,0.55072,INDX032020,106.4,2020-03-01
"Travel goods, handbags, office bags, etc.",1306020001,0.03798,INDX032020,143.0,2020-03-01
Trouser/pants made of cotton and/or man-made fibre,1305010002,0.01377,INDX032020,129.2,2020-03-01
Turmeric,1101050003,0.10015,INDX032020,117.0,2020-03-01
Tyre cord fabric,1304060001,0.07297,INDX032020,84.3,2020-03-01
UPS in Solid State Drives,1316010002,0.12825,INDX032020,82.0,2020-03-01
Urad,1101010205,0.09165,INDX032020,176.9,2020-03-01
Urea,1310020001,0.72685,INDX032020,110.7,2020-03-01
V belt,1312020001,0.01101,INDX032020,124.8,2020-03-01
Vaccine for hepatitis B,1311010008,0.00037,INDX032020,172.0,2020-03-01
Vaccine for polio,1311010012,0.01289,INDX032020,128.7,2020-03-01
Vanaspati,1301040001,0.37937,INDX032020,132.0,2020-03-01
Varnish (all types),1310050002,0.01733,INDX032020,132.8,2020-03-01
Vegetable Tanned Leather,1306010001,2e-05,INDX032020,101.8,2020-03-01
Vegetable starch,1301070001,0.10955,INDX032020,131.6,2020-03-01
"Vials/ampoule, glass, empty or filled",1311010004,0.0263,INDX032020,111.1,2020-03-01
Viscose staple fibre,1310080003,0.01984,INDX032020,95.9,2020-03-01
Viscose yarn,1304010003,0.09019,INDX032020,114.5,2020-03-01
Wagons,1320020001,0.06331,INDX032020,93.9,2020-03-01
Walnut,1101020220,0.02599,INDX032020,207.9,2020-03-01
Washing Machines/Laundry Machines,1317060007,0.0737,INDX032020,115.4,2020-03-01
Watch,1316060001,0.06734,INDX032020,139.0,2020-03-01
Water pump,1318020004,0.0769,INDX032020,122.5,2020-03-01
Water purifier,1318080008,0.02307,INDX032020,120.6,2020-03-01
Waterproof footwear,1306030005,0.01734,INDX032020,135.1,2020-03-01
Wheat,1101010102,1.02823,INDX032020,162.9,2020-03-01
Wheat Bran,1301060003,0.0397,INDX032020,192.7,2020-03-01
Wheat flour (Atta),1301060002,0.21121,INDX032020,158.7,2020-03-01
Wheels/Wheels & parts,1319020002,0.14275,INDX032020,103.0,2020-03-01
Whey powder,1301150002,0.04023,INDX032020,119.5,2020-03-01
White cement,1313050006,0.18047,INDX032020,122.0,2020-03-01
Windmill turbines (2500KW),1318150002,0.01977,INDX032020,95.2,2020-03-01
Wine,1302010002,0.09479,INDX032020,117.3,2020-03-01
"Wood cutting, processed/sized",1307010002,0.05037,INDX032020,127.2,2020-03-01
Wooden block - compressed or not,1307040001,0.00965,INDX032020,140.1,2020-03-01
Wooden board (non-electrical),1307030002,0.00862,INDX032020,103.5,2020-03-01
Wooden box/crate,1307040002,0.10911,INDX032020,121.9,2020-03-01
Wooden furniture,1321010001,0.18979,INDX032020,115.6,2020-03-01
Wooden panel,1307030001,0.02696,INDX032020,201.8,2020-03-01
Wooden splint,1307010003,0.01936,INDX032020,113.4,2020-03-01
Woollen woven cloth,1304020002,0.04506,INDX032020,127.1,2020-03-01
Woollen yarn,1304010004,0.10192,INDX032020,113.7,2020-03-01
X-ray equipment,1316070002,0.00698,INDX032020,111.8,2020-03-01
XLPE Compound,1310030006,0.10911,INDX032020,122.8,2020-03-01
Zinc Concentrate,1103010003,0.02752,INDX032020,217.7,2020-03-01
Zinc metal/zinc blocks,1314090002,0.02265,INDX032020,133.7,2020-03-01
a.  FIBRES,1102010000,0.83931,INDX032020,122.9,2020-03-01
a.  FOOD GRAINS (CEREALS+PULSES),1101010000,3.46238,INDX032020,159.8,2020-03-01
a.  METALLIC MINERALS,1103010000,0.64818,INDX032020,148.0,2020-03-01
a. Building of ships and floating structures,1320010000,0.11734,INDX032020,158.8,2020-03-01
a. Coking Coal,1201010000,0.64703,INDX032020,141.9,2020-03-01
a. Inputs into steel making,1314010000,1.41103,INDX032020,103.5,2020-03-01
a. Manufacture of basic chemicals,1310010000,1.4333,INDX032020,115.6,2020-03-01
"a. Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",1317010000,1.29789,INDX032020,110.8,2020-03-01
a. Manufacture of electronic components,1316010000,0.40241,INDX032020,98.0,2020-03-01
"a. Manufacture of engines and turbines, except aircraft, vehicle and two wheeler engines",1318010000,0.6384,INDX032020,105.0,2020-03-01
a. Manufacture of furniture,1321010000,0.72672,INDX032020,132.0,2020-03-01
a. Manufacture of glass and glass products,1313010000,0.29504,INDX032020,123.8,2020-03-01
a. Manufacture of jewellery and related articles,1322010000,0.99638,INDX032020,117.3,2020-03-01
a. Manufacture of motor vehicles,1319010000,2.60026,INDX032020,116.5,2020-03-01
"a. Manufacture of pharmaceuticals, medicinal chemical and botanical products",1311010000,1.99345,INDX032020,129.7,2020-03-01
"a. Manufacture of pulp, paper and paperboard",1308010000,0.49296,INDX032020,123.4,2020-03-01
a. Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,1312010000,0.60897,INDX032020,97.9,2020-03-01
a. Manufacture of structural metal products,1315010000,1.03144,INDX032020,113.5,2020-03-01
a. Manufacture of tobacco products,1303010000,0.51357,INDX032020,154.5,2020-03-01
"a. Manufacture of wearing apparel (woven), except fur apparel",1305010000,0.59324,INDX032020,139.0,2020-03-01
a. Manufacture of wines & spirits,1302010000,0.40833,INDX032020,119.5,2020-03-01
a. Preparation and spinning of textile fibres,1304010000,2.58154,INDX032020,105.6,2020-03-01
a. Printing,1309010000,0.67622,INDX032020,153.5,2020-03-01
a. Processing and preserving of meat,1301010000,0.13405,INDX032020,136.0,2020-03-01
a. Saw milling and planing of wood,1307010000,0.12417,INDX032020,119.7,2020-03-01
a. Tanning and dressing of leather; dressing and dyeing of fur,1306010000,0.14215,INDX032020,103.5,2020-03-01
a.) Non-Coking Coal G1 to G6 [GCV exceeding 5500 Kcal/kg.],1201020001,0.4999,INDX032020,87.6,2020-03-01
a1. CEREALS,1101010100,2.82378,INDX032020,161.7,2020-03-01
a2. PULSES,1101010200,0.6386,INDX032020,151.4,2020-03-01
b.  FRUITS & VEGETABLES,1101020000,3.47508,INDX032020,148.7,2020-03-01
b.  OIL SEEDS,1102020000,1.1153,INDX032020,149.7,2020-03-01
b.  OTHER MINERALS,1103020000,0.18499,INDX032020,187.7,2020-03-01
b. Manufacture of batteries and accumulators,1317020000,0.23573,INDX032020,116.4,2020-03-01
b. Manufacture of computers and peripheral equipment,1316020000,0.33637,INDX032020,135.0,2020-03-01
b. Manufacture of corrugated paper and paperboard and containers of paper and paperboard,1308020000,0.31422,INDX032020,115.6,2020-03-01
b. Manufacture of fertilizers and nitrogen compounds,1310020000,1.48497,INDX032020,123.2,2020-03-01
b. Manufacture of fluid power equipment,1318020000,0.16151,INDX032020,119.9,2020-03-01
b. Manufacture of knitted and crocheted apparel,1305020000,0.2209,INDX032020,136.9,2020-03-01
"b. Manufacture of luggage, handbags, saddlery and harness",1306020000,0.0754,INDX032020,138.3,2020-03-01
b. Manufacture of malt liquors and malt,1302020000,0.22526,INDX032020,127.4,2020-03-01
b. Manufacture of musical instruments,1322020000,0.00124,INDX032020,174.5,2020-03-01
b. Manufacture of other rubber products,1312020000,0.27178,INDX032020,92.0,2020-03-01
b. Manufacture of parts and accessories for motor vehicles,1319020000,2.36827,INDX032020,114.7,2020-03-01
b. Manufacture of railway locomotives and rolling stock,1320020000,0.10979,INDX032020,105.2,2020-03-01
b. Manufacture of refractory products,1313020000,0.22322,INDX032020,107.8,2020-03-01
"b. Manufacture of tanks, reservoirs and containers of metal",1315020000,0.65951,INDX032020,125.1,2020-03-01
"b. Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board and other panels and boards",1307020000,0.4933,INDX032020,135.2,2020-03-01
b. Metallic iron,1314020000,0.65301,INDX032020,107.9,2020-03-01
b. Non-Coking Coal,1201020000,1.40097,INDX032020,119.0,2020-03-01
"b. Processing and preserving of fish, crustaceans and molluscs and products thereof",1301020000,0.20396,INDX032020,136.7,2020-03-01
b. Weaving & Finishing of textiles,1304020000,1.50903,INDX032020,130.7,2020-03-01
b.) Non-Coking Coal G7 to G14 [GCV 3100 Kcal/kg. to 5500 Kcal/kg.],1201020002,0.88904,INDX032020,136.7,2020-03-01
b1. VEGETABLES,1101020100,1.87448,INDX032020,158.1,2020-03-01
b2. FRUITS,1101020200,1.6006,INDX032020,137.8,2020-03-01
c.  MILK,1101030000,4.43999,INDX032020,151.2,2020-03-01
c.  OTHER NON-FOOD ARTICLES,1102030000,1.96043,INDX032020,105.0,2020-03-01
c. Lignite,1201030000,0.09013,INDX032020,131.1,2020-03-01
c. Manufacture of builders carpentry and joinery,1307030000,0.03558,INDX032020,178.0,2020-03-01
c. Manufacture of clay building materials,1313030000,0.12113,INDX032020,107.7,2020-03-01
c. Manufacture of communication equipment,1316030000,0.30998,INDX032020,114.9,2020-03-01
c. Manufacture of fibre optic cables for data transmission or live transmission of images,1317030000,0.13327,INDX032020,103.8,2020-03-01
c. Manufacture of footwear,1306030000,0.31785,INDX032020,118.9,2020-03-01
c. Manufacture of knitted and crocheted fabrics,1304030000,0.19296,INDX032020,113.3,2020-03-01
c. Manufacture of motor cycles,1320030000,1.30205,INDX032020,117.6,2020-03-01
c. Manufacture of other articles of paper and paperboard,1308030000,0.30604,INDX032020,120.6,2020-03-01
"c. Manufacture of other pumps, compressors, taps and valves",1318030000,0.55183,INDX032020,110.0,2020-03-01
c. Manufacture of plastic and synthetic rubber in primary form,1310030000,1.00082,INDX032020,108.1,2020-03-01
c. Manufacture of plastics products,1312030000,1.41776,INDX032020,114.4,2020-03-01
c. Manufacture of soft drinks; production of mineral waters and other bottled waters,1302030000,0.27548,INDX032020,129.9,2020-03-01
c. Manufacture of sports goods,1322030000,0.01238,INDX032020,131.0,2020-03-01
"c. Manufacture of steam generators, except central heating hot water boilers",1315030000,0.14462,INDX032020,107.7,2020-03-01
c. Mild Steel - Semi Finished Steel,1314030000,1.27356,INDX032020,95.8,2020-03-01
c. Processing and preserving of fruit and vegetables,1301030000,0.13809,INDX032020,115.1,2020-03-01
c.) Non-Coking Coal G15 to G17 [GCV < 3100 Kcal/kg.],1201020003,0.01203,INDX032020,123.1,2020-03-01
d.   FLORICULTURE,1102040000,0.2039,INDX032020,186.6,2020-03-01
"d.  EGGS,MEAT & FISH",1101040000,2.40156,INDX032020,146.8,2020-03-01
"d. Forging, pressing, stamping and roll-forming of metal; powder metallurgy",1315040000,0.38342,INDX032020,99.8,2020-03-01
"d. Manufacture of bearings, gears, gearing and driving elements",1318040000,0.34015,INDX032020,112.6,2020-03-01
d. Manufacture of bicycles and invalid carriages,1320040000,0.117,INDX032020,128.2,2020-03-01
d. Manufacture of consumer electronics,1316040000,0.64095,INDX032020,99.0,2020-03-01
d. Manufacture of games and toys,1322040000,0.00476,INDX032020,137.6,2020-03-01
"d. Manufacture of made-up textile articles, except apparel",1304040000,0.2985,INDX032020,133.1,2020-03-01
d. Manufacture of other electronic and electric wires and cables,1317040000,0.42798,INDX032020,108.8,2020-03-01
d. Manufacture of other porcelain and ceramic products,1313040000,0.22247,INDX032020,112.3,2020-03-01
d. Manufacture of pesticides and other agrochemical products,1310040000,0.45369,INDX032020,122.0,2020-03-01
d. Manufacture of vegetable and animal oils and fats,1301040000,2.64293,INDX032020,127.3,2020-03-01
d. Manufacture of wooden containers,1307040000,0.11876,INDX032020,123.4,2020-03-01
d. Mild Steel -Long Products,1314040000,1.08063,INDX032020,106.6,2020-03-01
e.  CONDIMENTS & SPICES,1101050000,0.52885,INDX032020,147.7,2020-03-01
"e. Manufacture of cement, lime and plaster",1313050000,1.6448,INDX032020,119.0,2020-03-01
"e. Manufacture of cordage, rope, twine and netting",1304050000,0.09776,INDX032020,147.7,2020-03-01
"e. Manufacture of cutlery, hand tools and general hardware",1315050000,0.20758,INDX032020,100.8,2020-03-01
e. Manufacture of dairy products,1301050000,1.16545,INDX032020,152.1,2020-03-01
"e. Manufacture of measuring, testing, navigating and control equipment",1316050000,0.18056,INDX032020,111.0,2020-03-01
e. Manufacture of medical and dental instruments and supplies,1322050000,0.04941,INDX032020,163.2,2020-03-01
e. Manufacture of other transport equipment,1320050000,0.00159,INDX032020,127.4,2020-03-01
"e. Manufacture of ovens, furnaces and furnace burners",1318050000,0.00837,INDX032020,81.0,2020-03-01
"e. Manufacture of paints, varnishes and similar coatings, printing ink and mastics",1310050000,0.49145,INDX032020,112.9,2020-03-01
"e. Manufacture of wiring devices, electric lighting & display equipment",1317050000,0.26294,INDX032020,112.2,2020-03-01
e. Mild Steel - Flat products,1314050000,1.14442,INDX032020,108.5,2020-03-01
f.  OTHER FOOD ARTICLES,1101060000,0.94799,INDX032020,142.4,2020-03-01
f. Alloy steel other than Stainless Steel- Shapes,1314060000,0.06671,INDX032020,100.9,2020-03-01
"f. Manufacture of articles of concrete, cement and plaster",1313060000,0.29248,INDX032020,122.2,2020-03-01
f. Manufacture of domestic appliances,1317060000,0.366,INDX032020,118.1,2020-03-01
f. Manufacture of grain mill products,1301060000,2.00952,INDX032020,146.3,2020-03-01
f. Manufacture of lifting and handling equipment,1318060000,0.28509,INDX032020,111.1,2020-03-01
f. Manufacture of other fabricated metal products,1315060000,0.72841,INDX032020,122.6,2020-03-01
f. Manufacture of other textiles,1304060000,0.20089,INDX032020,117.4,2020-03-01
"f. Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",1310060000,0.61219,INDX032020,117.2,2020-03-01
f. Manufacture of watches and clocks,1316060000,0.07551,INDX032020,141.1,2020-03-01
"g. Cutting, shaping and finishing of stone",1313070000,0.23351,INDX032020,121.8,2020-03-01
"g. Manufacture of irradiation, electromedical and electrotherapeutic equipment",1316070000,0.05546,INDX032020,104.5,2020-03-01
g. Manufacture of office machinery and equipment,1318070000,0.00582,INDX032020,130.2,2020-03-01
g. Manufacture of other chemical products,1310070000,0.69227,INDX032020,114.3,2020-03-01
g. Manufacture of other electrical equipment,1317070000,0.20589,INDX032020,109.1,2020-03-01
g. Manufacture of starches and starch products,1301070000,0.10955,INDX032020,131.6,2020-03-01
g. Stainless Steel - Semi Finished,1314070000,0.92396,INDX032020,102.0,2020-03-01
h. Manufacture of bakery products,1301080000,0.21459,INDX032020,136.5,2020-03-01
h. Manufacture of man-made fibres,1310080000,0.29636,INDX032020,95.4,2020-03-01
h. Manufacture of optical instruments and photographic equipment,1316080000,0.00751,INDX032020,112.2,2020-03-01
h. Manufacture of other general-purpose machinery,1318080000,0.43675,INDX032020,128.4,2020-03-01
h. Manufacture of other non-metallic mineral products,1313080000,0.16911,INDX032020,78.1,2020-03-01
h. Pipes & tubes,1314080000,0.20534,INDX032020,125.0,2020-03-01
i. Manufacture of agricultural and forestry machinery,1318090000,0.83265,INDX032020,121.5,2020-03-01
i. Manufacture of non-ferrous metals incl. precious metals,1314090000,1.69264,INDX032020,105.6,2020-03-01
"i. Manufacture of sugar, molasses & honey",1301090000,1.16275,INDX032020,118.5,2020-03-01
j. Castings,1314100000,0.92451,INDX032020,107.9,2020-03-01
"j. Manufacture of cocoa, chocolate and sugar confectionery",1301100000,0.17501,INDX032020,125.6,2020-03-01
j. Manufacture of metal-forming machinery and machine tools,1318100000,0.22363,INDX032020,109.6,2020-03-01
k. Forgings of steel,1314110000,0.27051,INDX032020,145.2,2020-03-01
"k. Manufacture of macaroni, noodles, couscous and similar farinaceous products",1301110000,0.0264,INDX032020,131.3,2020-03-01
"k. Manufacture of machinery for mining, quarrying and construction",1318110000,0.37079,INDX032020,74.8,2020-03-01
l. Manufacture of Tea & Coffee products,1301120000,0.37083,INDX032020,129.7,2020-03-01
"l. Manufacture of machinery for food, beverage and tobacco processing",1318120000,0.22793,INDX032020,130.1,2020-03-01
m. Manufacture of Processed condiments & salt,1301130000,0.16302,INDX032020,140.1,2020-03-01
"m. Manufacture of machinery for textile, apparel and leather production",1318130000,0.19214,INDX032020,119.1,2020-03-01
n. Manufacture of other special-purpose machinery,1318140000,0.46834,INDX032020,125.7,2020-03-01
n. Manufacture of processed ready to eat food,1301140000,0.02428,INDX032020,130.3,2020-03-01
o. Manufacture of Health supplements,1301150000,0.225,INDX032020,156.9,2020-03-01
o. Manufacture of renewable electricity generating equipment,1318150000,0.04559,INDX032020,64.3,2020-03-01
p. Manufacture of prepared animal feeds,1301160000,0.3563,INDX032020,166.0,2020-03-01
slag cement,1313050004,0.0983,INDX032020,125.7,2020-03-01
(A).  FOOD ARTICLES,1101000000,15.25585,INDX042020,154.5,2020-04-01
(A). COAL,1201000000,2.13813,INDX042020,126.5,2020-04-01
(A). MANUFACTURE OF FOOD PRODUCTS,1301000000,9.12173,INDX042020,136.3,2020-04-01
(B).  NON-FOOD ARTICLES,1102000000,4.11894,INDX042020,123.9,2020-04-01
(B). MANUFACTURE OF BEVERAGES,1302000000,0.90907,INDX042020,125.0,2020-04-01
(B). MINERAL OILS,1202000000,7.94968,INDX042020,70.6,2020-04-01
(C).  MINERALS,1103000000,0.83317,INDX042020,154.1,2020-04-01
(C). ELECTRICITY,1203000000,3.06409,INDX042020,113.9,2020-04-01
(C). MANUFACTURE OF TOBACCO PRODUCTS,1303000000,0.51357,INDX042020,156.4,2020-04-01
(D). CRUDE PETROLEUM & NATURAL GAS,1104000000,2.4096,INDX042020,49.9,2020-04-01
(D). MANUFACTURE OF TEXTILES,1304000000,4.88068,INDX042020,117.0,2020-04-01
(E). MANUFACTURE OF WEARING APPAREL,1305000000,0.81414,INDX042020,138.9,2020-04-01
(F). MANUFACTURE OF LEATHER AND RELATED PRODUCTS,1306000000,0.5354,INDX042020,117.7,2020-04-01
(G). MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK,1307000000,0.77181,INDX042020,132.6,2020-04-01
(H). MANUFACTURE OF PAPER AND PAPER PRODUCTS,1308000000,1.11322,INDX042020,120.6,2020-04-01
(I). PRINTING AND REPRODUCTION OF RECORDED MEDIA,1309000000,0.67622,INDX042020,150.8,2020-04-01
(J). MANUFACTURE OF CHEMICALS AND CHEMICAL PRODUCTS,1310000000,6.46505,INDX042020,115.2,2020-04-01
"(K). MANUFACTURE OF PHARMACEUTICALS, MEDICINAL CHEMICAL AND BOTANICAL PRODUCTS",1311000000,1.99345,INDX042020,130.3,2020-04-01
(L). MANUFACTURE OF RUBBER AND PLASTICS PRODUCTS,1312000000,2.29851,INDX042020,107.3,2020-04-01
(M). MANUFACTURE OF OTHER NON-METALLIC MINERAL PRODUCTS,1313000000,3.20176,INDX042020,117.8,2020-04-01
(N). MANUFACTURE OF BASIC METALS,1314000000,9.64632,INDX042020,107.0,2020-04-01
"(O). MANUFACTURE OF FABRICATED METAL PRODUCTS, EXCEPT MACHINERY AND EQUIPMENT",1315000000,3.15498,INDX042020,114.8,2020-04-01
"(P). MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",1316000000,2.00875,INDX042020,109.9,2020-04-01
(Q). MANUFACTURE OF ELECTRICAL EQUIPMENT,1317000000,2.9297,INDX042020,110.3,2020-04-01
(R). MANUFACTURE OF MACHINERY AND EQUIPMENT,1318000000,4.78899,INDX042020,113.0,2020-04-01
"(S). MANUFACTURE OF MOTOR VEHICLES, TRAILERS AND SEMI-TRAILERS",1319000000,4.96853,INDX042020,115.0,2020-04-01
(T). MANUFACTURE OF OTHER TRANSPORT EQUIPMENT,1320000000,1.64777,INDX042020,120.5,2020-04-01
(U). MANUFACTURE OF FURNITURE,1321000000,0.72672,INDX042020,132.3,2020-04-01
(V). OTHER MANUFACTURING,1322000000,1.06417,INDX042020,120.0,2020-04-01
2/3 wheeler Tyre,1312010003,0.0403,INDX042020,102.7,2020-04-01
2/3 wheeler rubber tube,1312010009,0.01601,INDX042020,121.3,2020-04-01
A C Motor,1317010005,0.02218,INDX042020,123.1,2020-04-01
ACSR Conductors,1317040004,0.04741,INDX042020,116.2,2020-04-01
API & formulations of vitamins,1311010007,0.70266,INDX042020,138.1,2020-04-01
ATF,1202000004,0.31991,INDX042020,44.7,2020-04-01
Acetic acid and Its Derivatives,1310010004,0.02452,INDX042020,95.3,2020-04-01
Acrylic fibre,1310080002,0.04353,INDX042020,104.8,2020-04-01
Acrylic/plastic sheet,1312030015,0.01563,INDX042020,114.4,2020-04-01
Additive,1310070009,0.08986,INDX042020,116.2,2020-04-01
Adhesive excluding gum,1310070004,0.12705,INDX042020,104.5,2020-04-01
Adhesive tape (non-medicinal),1310070005,0.02592,INDX042020,114.3,2020-04-01
Aerated drinks/soft drinks (incl. soft drink concentrates),1302030001,0.25793,INDX042020,130.6,2020-04-01
Agarbatti,1310060005,0.02364,INDX042020,119.7,2020-04-01
Agricultural tractors,1318090001,0.52772,INDX042020,120.1,2020-04-01
Agriculture implements,1318090003,0.26218,INDX042020,125.0,2020-04-01
Agro chemical formulation,1310040002,0.06434,INDX042020,145.8,2020-04-01
